ProductUniqeName,FirstName,LastName,MiddleName,BirthDate,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
BK-M68S-38352,Monica,Patel,J,1963-10-10,SO49775,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-03-27 00:00:00.000,2007-04-08 00:00:00.000,2007-04-03 00:00:00.000
BK-R89R-48,Kayla,Rodriguez,W,1958-10-06,SO49778,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,NULL,NULL,2007-03-28 00:00:00.000,2007-04-09 00:00:00.000,2007-04-04 00:00:00.000
BK-R89R-48,Karen,Sun,C,1970-07-22,SO49779,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,NULL,NULL,2007-03-28 00:00:00.000,2007-04-09 00:00:00.000,2007-04-04 00:00:00.000
BK-R89B-44373,Kate,Xu,R,1972-02-11,SO49780,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-03-28 00:00:00.000,2007-04-09 00:00:00.000,2007-04-04 00:00:00.000
BK-M68S-38352,Ariana,Brooks,R,1976-07-09,SO49793,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-03-29 00:00:00.000,2007-04-10 00:00:00.000,2007-04-05 00:00:00.000
BK-R50R-48329,Michele,Rai,M,1955-10-07,SO49797,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-03-29 00:00:00.000,2007-04-10 00:00:00.000,2007-04-05 00:00:00.000
BK-M68B-42360,Noah,Williams,B,1972-06-02,SO49805,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-03-30 00:00:00.000,2007-04-11 00:00:00.000,2007-04-06 00:00:00.000
BK-M68B-46362,Jeremiah,Hernandez,C,1973-05-28,SO49806,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-03-30 00:00:00.000,2007-04-11 00:00:00.000,2007-04-06 00:00:00.000
BK-M68S-46356,Olivia,Powell,B,1956-02-12,SO49807,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-03-30 00:00:00.000,2007-04-11 00:00:00.000,2007-04-06 00:00:00.000
BK-M68S-42354,Brett,Arun,V,1976-11-06,SO49808,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-03-30 00:00:00.000,2007-04-11 00:00:00.000,2007-04-06 00:00:00.000
BK-R89B-58379,Joan,Coleman,W,1962-10-10,SO49813,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-03-31 00:00:00.000,2007-04-12 00:00:00.000,2007-04-07 00:00:00.000
BK-M68S-46356,Anthony,Taylor,F,1966-11-24,SO49814,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-03-31 00:00:00.000,2007-04-12 00:00:00.000,2007-04-07 00:00:00.000
BK-R89R-44,Kelli,He,A,1971-06-16,SO49899,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,NULL,NULL,2007-04-01 00:00:00.000,2007-04-13 00:00:00.000,2007-04-08 00:00:00.000
BK-R89B-58379,Zachary,Jones,J,1970-09-19,SO49900,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-01 00:00:00.000,2007-04-13 00:00:00.000,2007-04-08 00:00:00.000
BK-R50R-48329,Terry,Luo,H,1963-06-19,SO49903,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-01 00:00:00.000,2007-04-13 00:00:00.000,2007-04-08 00:00:00.000
BK-R50B-48341,Regina,Fernandez,R,1975-02-11,SO49904,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-01 00:00:00.000,2007-04-13 00:00:00.000,2007-04-08 00:00:00.000
BK-R89R-44,Alyssa,Watson,C,1940-02-13,SO49909,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,NULL,NULL,2007-04-02 00:00:00.000,2007-04-14 00:00:00.000,2007-04-09 00:00:00.000
BK-R89R-58371,Jill,Murphy,J,1973-08-06,SO49910,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-02 00:00:00.000,2007-04-14 00:00:00.000,2007-04-09 00:00:00.000
BK-M68S-46356,Louis,Lal,M,1977-03-02,SO49912,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-02 00:00:00.000,2007-04-14 00:00:00.000,2007-04-09 00:00:00.000
BK-M68B-38358,Jon,Wang,A,1943-03-11,SO49913,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-02 00:00:00.000,2007-04-14 00:00:00.000,2007-04-09 00:00:00.000
BK-M68S-46356,Cassidy,Russell,N,1933-02-08,SO49916,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-02 00:00:00.000,2007-04-14 00:00:00.000,2007-04-09 00:00:00.000
BK-M68B-42360,Jeremiah,Jenkins,C,1976-05-04,SO49922,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-03 00:00:00.000,2007-04-15 00:00:00.000,2007-04-10 00:00:00.000
BK-R64Y-44387,Latasha,Rowe,L,1954-05-21,SO49927,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,NULL,NULL,2007-04-04 00:00:00.000,2007-04-16 00:00:00.000,2007-04-11 00:00:00.000
BK-M68B-42360,Amanda,James,R,1955-07-18,SO49929,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-04 00:00:00.000,2007-04-16 00:00:00.000,2007-04-11 00:00:00.000
BK-M68B-42360,Isaac,Perez,S,1969-12-22,SO49930,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-04 00:00:00.000,2007-04-16 00:00:00.000,2007-04-11 00:00:00.000
BK-R50R-52331,Darrell,Pal,M,1964-07-13,SO49931,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-04 00:00:00.000,2007-04-16 00:00:00.000,2007-04-11 00:00:00.000
BK-M68B-42360,Rebekah,Malhotra,G,1962-02-14,SO49939,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-05 00:00:00.000,2007-04-17 00:00:00.000,2007-04-12 00:00:00.000
BK-M68S-46356,Meghan,Gutierrez,E,1969-07-28,SO49941,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-05 00:00:00.000,2007-04-17 00:00:00.000,2007-04-12 00:00:00.000
BK-M68S-42354,Jan,Cox,R,1980-07-27,SO49944,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-05 00:00:00.000,2007-04-17 00:00:00.000,2007-04-12 00:00:00.000
BK-R89R-58371,Jackson,Young,W,1950-01-18,SO49946,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-06 00:00:00.000,2007-04-18 00:00:00.000,2007-04-13 00:00:00.000
BK-R50B-58333,Jeremy,Nelson,K,1965-02-18,SO49952,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-07 00:00:00.000,2007-04-19 00:00:00.000,2007-04-14 00:00:00.000
BK-R89R-52,Cynthia,Lopez,D,1968-11-14,SO49963,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,NULL,NULL,2007-04-08 00:00:00.000,2007-04-20 00:00:00.000,2007-04-15 00:00:00.000
BK-R50R-44327,Alisha,Goel,C,1957-10-25,SO49969,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-08 00:00:00.000,2007-04-20 00:00:00.000,2007-04-15 00:00:00.000
BK-M68B-38358,Kelvin,Zeng,A,1958-06-13,SO49971,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-08 00:00:00.000,2007-04-20 00:00:00.000,2007-04-15 00:00:00.000
BK-R89B-48375,Kelsey,Nara,A,1973-10-22,SO49976,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-09 00:00:00.000,2007-04-21 00:00:00.000,2007-04-16 00:00:00.000
BK-R89B-52377,Grant,Yuan,C,1972-12-12,SO49977,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-09 00:00:00.000,2007-04-21 00:00:00.000,2007-04-16 00:00:00.000
BK-M68S-38352,Lacey,Liu,L,1957-11-18,SO49978,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-09 00:00:00.000,2007-04-21 00:00:00.000,2007-04-16 00:00:00.000
BK-M68S-38352,Megan,Torres,S,1969-06-14,SO49979,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-09 00:00:00.000,2007-04-21 00:00:00.000,2007-04-16 00:00:00.000
BK-M68B-38358,Cindy,Srini,E,1967-05-14,SO49980,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-09 00:00:00.000,2007-04-21 00:00:00.000,2007-04-16 00:00:00.000
BK-M68B-46362,Katrina,Kumar,P,1965-05-27,SO49981,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-09 00:00:00.000,2007-04-21 00:00:00.000,2007-04-16 00:00:00.000
BK-R64Y-40383,Brandon,Wagner,E,1968-04-17,SO49982,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,NULL,NULL,2007-04-09 00:00:00.000,2007-04-21 00:00:00.000,2007-04-16 00:00:00.000
BK-M68S-46356,Paige,Price,P,1980-05-02,SO49983,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-09 00:00:00.000,2007-04-21 00:00:00.000,2007-04-16 00:00:00.000
BK-M68B-46362,Danielle,Gray,B,1951-11-18,SO49988,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-10 00:00:00.000,2007-04-22 00:00:00.000,2007-04-17 00:00:00.000
BK-M68S-46356,Ruth,Rodriguez,R,1946-06-10,SO49990,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-10 00:00:00.000,2007-04-22 00:00:00.000,2007-04-17 00:00:00.000
BK-R89R-48,Melissa,Griffin,L,1956-01-07,SO49993,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,NULL,NULL,2007-04-11 00:00:00.000,2007-04-23 00:00:00.000,2007-04-18 00:00:00.000
BK-R89B-58379,Timothy,Phillips,W,1959-06-17,SO49994,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-11 00:00:00.000,2007-04-23 00:00:00.000,2007-04-18 00:00:00.000
BK-M68B-46362,Melanie,Wood,R,1951-06-16,SO49996,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-11 00:00:00.000,2007-04-23 00:00:00.000,2007-04-18 00:00:00.000
BK-R64Y-42385,Morgan,Murphy,J,1969-03-25,SO49999,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,NULL,NULL,2007-04-11 00:00:00.000,2007-04-23 00:00:00.000,2007-04-18 00:00:00.000
BK-M68S-38352,Brittney,Liang,R,1938-04-10,SO50001,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-11 00:00:00.000,2007-04-23 00:00:00.000,2007-04-18 00:00:00.000
BK-R89R-58371,Carly,Xu,G,1968-05-23,SO50005,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-12 00:00:00.000,2007-04-24 00:00:00.000,2007-04-19 00:00:00.000
BK-M68S-46356,Madeline,Nelson,K,1951-07-17,SO50008,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-12 00:00:00.000,2007-04-24 00:00:00.000,2007-04-19 00:00:00.000
BK-R89B-58379,Alexandria,Watson,T,1940-09-23,SO50013,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-13 00:00:00.000,2007-04-25 00:00:00.000,2007-04-20 00:00:00.000
BK-M68B-46362,Ariana,Ready,M,1970-08-22,SO50021,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-13 00:00:00.000,2007-04-25 00:00:00.000,2007-04-20 00:00:00.000
BK-M68B-38358,Fernando,Diaz,W,1947-09-17,SO50022,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-13 00:00:00.000,2007-04-25 00:00:00.000,2007-04-20 00:00:00.000
BK-R50B-48341,Alexandra,Henderson,J,1980-06-12,SO50023,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-13 00:00:00.000,2007-04-25 00:00:00.000,2007-04-20 00:00:00.000
BK-R64Y-44387,Destiny,Torres,K,1970-04-05,SO50025,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,NULL,NULL,2007-04-13 00:00:00.000,2007-04-25 00:00:00.000,2007-04-20 00:00:00.000
BK-M68S-46356,Christy,Gao,D,1971-03-05,SO50026,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-13 00:00:00.000,2007-04-25 00:00:00.000,2007-04-20 00:00:00.000
BK-M68S-46356,Riley,Murphy,J,1947-06-09,SO50033,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-14 00:00:00.000,2007-04-26 00:00:00.000,2007-04-21 00:00:00.000
BK-R89B-58379,Destiny,Richardson,L,1970-09-21,SO50037,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-15 00:00:00.000,2007-04-27 00:00:00.000,2007-04-22 00:00:00.000
BK-R89B-58379,Makayla,Rivera,A,1957-07-06,SO50038,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-15 00:00:00.000,2007-04-27 00:00:00.000,2007-04-22 00:00:00.000
BK-R89R-48,Edward,Martinez,A,1947-10-24,SO50039,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,NULL,NULL,2007-04-15 00:00:00.000,2007-04-27 00:00:00.000,2007-04-22 00:00:00.000
BK-R50B-48341,Eric,Yang,L,1965-03-19,SO50041,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-15 00:00:00.000,2007-04-27 00:00:00.000,2007-04-22 00:00:00.000
BK-R50R-44327,Holly,Sai,V,1936-05-20,SO50042,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-15 00:00:00.000,2007-04-27 00:00:00.000,2007-04-22 00:00:00.000
BK-R64Y-42385,Lucas,Bradley,P,1971-04-28,SO50043,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,NULL,NULL,2007-04-15 00:00:00.000,2007-04-27 00:00:00.000,2007-04-22 00:00:00.000
BK-R89B-48375,Faith,Griffin,L,1946-02-05,SO50047,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-16 00:00:00.000,2007-04-28 00:00:00.000,2007-04-23 00:00:00.000
BK-M68S-42354,Barry,Prasad,A,1980-04-23,SO50049,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-16 00:00:00.000,2007-04-28 00:00:00.000,2007-04-23 00:00:00.000
BK-M68S-46356,Alexandra,Bell,R,1949-10-26,SO50051,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-16 00:00:00.000,2007-04-28 00:00:00.000,2007-04-23 00:00:00.000
BK-R89R-58371,Kaylee,Blue,M,1973-04-17,SO50053,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-17 00:00:00.000,2007-04-29 00:00:00.000,2007-04-24 00:00:00.000
BK-R89R-48,Mason,Bendixen,J,1947-09-17,SO50054,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,NULL,NULL,2007-04-17 00:00:00.000,2007-04-29 00:00:00.000,2007-04-24 00:00:00.000
BK-R50R-62325,Roberto,Jiménez,D,1965-08-13,SO50056,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-17 00:00:00.000,2007-04-29 00:00:00.000,2007-04-24 00:00:00.000
BK-R50R-60323,Kelvin,Rai,M,1966-01-13,SO50057,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-17 00:00:00.000,2007-04-29 00:00:00.000,2007-04-24 00:00:00.000
BK-R64Y-42385,Grace,Bailey,C,1970-11-11,SO50059,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,NULL,NULL,2007-04-17 00:00:00.000,2007-04-29 00:00:00.000,2007-04-24 00:00:00.000
BK-M68B-46362,Nancy,Rana,H,1964-10-27,SO50060,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-17 00:00:00.000,2007-04-29 00:00:00.000,2007-04-24 00:00:00.000
BK-M68B-46362,Desiree,Torres,M,1971-04-20,SO50071,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-18 00:00:00.000,2007-04-30 00:00:00.000,2007-04-25 00:00:00.000
BK-R50B-44339,Bruce,Gutierrez,S,1963-11-20,SO50073,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-18 00:00:00.000,2007-04-30 00:00:00.000,2007-04-25 00:00:00.000
BK-M68S-46356,Alexandra,White,B,1976-03-02,SO50075,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-18 00:00:00.000,2007-04-30 00:00:00.000,2007-04-25 00:00:00.000
BK-M68B-46362,Francis,Serrano,R,1953-05-19,SO50084,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-19 00:00:00.000,2007-05-01 00:00:00.000,2007-04-26 00:00:00.000
BK-R50R-58321,Julia,Butler,J,1980-02-03,SO50093,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-20 00:00:00.000,2007-05-02 00:00:00.000,2007-04-27 00:00:00.000
BK-M68S-38352,Allen,Arthur,M,1977-02-04,SO50094,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-20 00:00:00.000,2007-05-02 00:00:00.000,2007-04-27 00:00:00.000
BK-M68B-46362,Nicole,Simmons,S,1980-10-07,SO50095,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-20 00:00:00.000,2007-05-02 00:00:00.000,2007-04-27 00:00:00.000
BK-R50R-52331,Felicia,Alonso,A,1964-06-25,SO50098,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-21 00:00:00.000,2007-05-03 00:00:00.000,2007-04-28 00:00:00.000
BK-R64Y-42385,Maria,Cooper,D,1970-01-15,SO50100,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,NULL,NULL,2007-04-21 00:00:00.000,2007-05-03 00:00:00.000,2007-04-28 00:00:00.000
BK-R89R-52,Glenn,Hu,R,1974-07-16,SO50102,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,NULL,NULL,2007-04-22 00:00:00.000,2007-05-04 00:00:00.000,2007-04-29 00:00:00.000
BK-R64Y-42385,Lucas,Cox,J,1971-12-14,SO50104,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,NULL,NULL,2007-04-22 00:00:00.000,2007-05-04 00:00:00.000,2007-04-29 00:00:00.000
BK-R89B-44373,Mohamed,Pal,C,1974-07-23,SO50115,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-24 00:00:00.000,2007-05-06 00:00:00.000,2007-05-01 00:00:00.000
BK-R89B-52377,Brandon,Gonzales,D,1972-11-08,SO50116,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-24 00:00:00.000,2007-05-06 00:00:00.000,2007-05-01 00:00:00.000
BK-R89B-48375,Marissa,Bryant,A,1945-06-16,SO50117,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-24 00:00:00.000,2007-05-06 00:00:00.000,2007-05-01 00:00:00.000
BK-M68S-38352,Robert,Garcia,J,1957-01-13,SO50120,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-24 00:00:00.000,2007-05-06 00:00:00.000,2007-05-01 00:00:00.000
BK-M68S-42354,Gloria,Torres,G,1957-07-05,SO50121,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-24 00:00:00.000,2007-05-06 00:00:00.000,2007-05-01 00:00:00.000
BK-R50R-52331,Andrew,Clark,L,1975-02-17,SO50123,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-24 00:00:00.000,2007-05-06 00:00:00.000,2007-05-01 00:00:00.000
BK-R50R-58321,Erin,Cooper,P,1930-05-27,SO50136,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-25 00:00:00.000,2007-05-07 00:00:00.000,2007-05-02 00:00:00.000
BK-R64Y-48389,Michael,Williams,M,1970-03-12,SO50138,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,NULL,NULL,2007-04-25 00:00:00.000,2007-05-07 00:00:00.000,2007-05-02 00:00:00.000
BK-M68S-38352,Lucas,Ross,B,1978-02-16,SO50139,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-25 00:00:00.000,2007-05-07 00:00:00.000,2007-05-02 00:00:00.000
BK-R50R-48329,Katie,Ashe,Z,1960-05-22,SO50148,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-26 00:00:00.000,2007-05-08 00:00:00.000,2007-05-03 00:00:00.000
BK-R89R-58371,Gilbert,Hu,L,1975-08-27,SO50152,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-27 00:00:00.000,2007-05-09 00:00:00.000,2007-05-04 00:00:00.000
BK-R89B-44373,Tracy,Black,B,1973-04-09,SO50154,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-27 00:00:00.000,2007-05-09 00:00:00.000,2007-05-04 00:00:00.000
BK-M68B-38358,Erik,Dominguez,L,1973-06-17,SO50156,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-27 00:00:00.000,2007-05-09 00:00:00.000,2007-05-04 00:00:00.000
BK-R50R-58321,Wyatt,Hughes,H,1978-01-20,SO50160,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-04-27 00:00:00.000,2007-05-09 00:00:00.000,2007-05-04 00:00:00.000
BK-M68S-46356,Leslie,Ruiz,J,1965-08-05,SO50168,1,1,2071.4196,2071.4196,0,0,1117.8559,1117.8559,2071.4196,165.7136,51.7855,NULL,NULL,2007-04-28 00:00:00.000,2007-05-10 00:00:00.000,2007-05-05 00:00:00.000
BK-R89B-48375,Samuel,Perez,E,1970-02-27,SO50171,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-29 00:00:00.000,2007-05-11 00:00:00.000,2007-05-06 00:00:00.000
BK-R89B-52377,Emmanuel,Rodriguez,A,1966-07-04,SO50179,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,NULL,NULL,2007-04-30 00:00:00.000,2007-05-12 00:00:00.000,2007-05-07 00:00:00.000
BK-R89R-48,Abigail,Morris,C,1955-10-11,SO50180,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838,NULL,NULL,2007-04-30 00:00:00.000,2007-05-12 00:00:00.000,2007-05-07 00:00:00.000
BK-M68B-42360,Naomi,Ramos,M,1972-06-14,SO50185,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,NULL,NULL,2007-04-30 00:00:00.000,2007-05-12 00:00:00.000,2007-05-07 00:00:00.000
BK-R50R-60323,Arturo,Zhang,V,1975-06-08,SO50330,1,1,782.99,782.99,0,0,486.7066,486.7066,782.99,62.6392,19.5748,NULL,NULL,2007-05-01 00:00:00.000,2007-05-13 00:00:00.000,2007-05-08 00:00:00.000
